# Wordlist

# DATA
ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	LATITUDE	LONGITUDE	COGNACY
#
23244	114_and	And	JAPANESE	JAPANESE	sōšite	sōšite	s oː ʃ i t̪ e	nucl1643		35.0	135.0	
23245	114_and	And	AINU	AINU	wa	wa	w ʌ	sakh1245		48.141866	142.329834	
23246	114_and	And	KOREAN	KOREAN	-oà	-oà	+ o a	kore1280		37.5	128.0	
23247	114_and	And	KOREAN	KOREAN	-koà	-koà	+ k o a	kore1280		37.5	128.0	
23248	114_and	And	KOREAN	KOREAN	-ko-	-ko-	+ k o	kore1280		37.5	128.0	
23249	114_and	And	TURKI	TURKI	bīla	bīla	b iː l ʌ	nucl1301		39.8667	32.8667	
23250	114_and	And	TURKI	TURKI	bīrla	bīrla	b iː r l ʌ	nucl1301		39.8667	32.8667	
23251	114_and	And	MANCHU	MANCHU	jài	jài	dʒ a i	manc1252		47.3122	126.557	
23252	114_and	And	MANCHU	MANCHU	geli	geli	g e l i	manc1252		47.3122	126.557	
23253	114_and	And	MONGOLIAN	MONGOLIAN	bà	bà	b a	mong1331				
23254	114_and	And	MONGOLIAN	MONGOLIAN	kiged	kiged	k i g e d̪	mong1331				
23255	114_and	And	SAUKPA	SAUKPA	pich’ai	pich’ai	p i tʃʰ ai					
23256	114_and	And	BASQUE	BASQUE	ta	ta	t̪ ʌ	basq1248		43.2787	-1.31622	
23257	114_and	And	BURUSHASKI	BURUSHASKI	kih	kih	k i h	buru1296		36.2161	74.8236	
23258	114_and	And	MALAY	MALAY	dàn	dàn	d̪ a n̪	baba1267		1.75414	103.076	
23259	114_and	And	CHAM	CHAM	ṅàn	ṅàn	ŋ a n̪	cham1328				
23260	114_and	And	CHAM	CHAM	t’u	t’u	t̪ʰ u	cham1328				
23261	114_and	And	KHMER	KHMER	nō	nō	n̪ oː	cent1989		12.0515	105.015	
23262	114_and	And	TALAINGWRITTEN	TALAING_WRITTEN	kuim (also)	kuim	k u i m	monn1252		15.49394	98.122465	
23263	114_and	And	TALAINGSPOKEN	TALAING_SPOKEN	kà	kà	k a					
23264	114_and	And	TALAINGSPOKEN	TALAING_SPOKEN	k^àrum	k^àrum	k a r u m					
23265	114_and	And	PALAUNG	PALAUNG	nà	nà	n̪ a	ruma1248		23.6404	97.3172	
23266	114_and	And	PALAUNG	PALAUNG	nån	nån	n̪ ɔ n̪	ruma1248		23.6404	97.3172	
23267	114_and	And	PALAUNG	PALAUNG	(also) pai	pai	p ai	ruma1248		23.6404	97.3172	
23268	114_and	And	KATURR	KATURR	gàṟˡ	gàṟˡ	g a rˡ					
23269	114_and	And	WA	WA	dä (between verbs)	dä	d̪ ɛ	nucl1290		23.1024	99.108	
23270	114_and	And	WA	WA	kàm (bet. nouns)	kàm	k a m	nucl1290		23.1024	99.108	
23271	114_and	And	DANAO	DANAO	nà	nà	n̪ a	dana1252		20.4957	96.998	
23272	114_and	And	KHASISTANDARD	KHASI_STANDARD	bàd	bàd	b a d̪	khas1269		24.977	91.9998	
23273	114_and	And	WAR	WAR	bà	bà	b a	warj1242		25.1154	91.6266	
23274	114_and	And	NICOBARESE	NICOBARESE	an-dīawa	an-dīawa	ʌ n̪ + d̪ iː ʌ w ʌ	cent1990		7.94812	93.3921	
23275	114_and	And	KHERWARISANTHALI	KHERWARI_SANTHALI	ār (Aryan)	ār	ʌː r	sant1410		25.0317	87.8185	
23276	114_and	And	MUNDARI	MUNDARI	oṛo	oṛo	o ɽ o	mund1320		23.03	85.85	
23277	114_and	And	MUNDARI	MUNDARI	aᵗ	aᵗ	ʌ t̪̚	mund1320		23.03	85.85	
23278	114_and	And	KURKU	KURKU	ēṭā	ēṭā	eː ʈ ʌː	kork1243		21.8358	77.5541	
23279	114_and	And	KURKU	KURKU	dō	dō	d̪ oː	kork1243		21.8358	77.5541	
23280	114_and	And	KHARIA	KHARIA	oṛo	oṛo	o ɽ o	khar1287		22.3571	84.3922	
23281	114_and	And	SAVARA	SAVARA	bāran	bāran	b ʌː r ʌ n̪	sora1254		19.1213	84.19	
23282	114_and	And	GADABA	GADABA	miyō̃	miyō̃	m i j õː	bodo1267		18.3857	82.771	
23283	114_and	And	GADABA	GADABA	bāhar	bāhar	b ʌː h ʌ r	bodo1267		18.3857	82.771	
23284	114_and	And	CANTONESE	CANTONESE	˨˩ k’aᵖ	k’aᵖ˨˩	kʰ ʌ p̚ ²¹	cant1236				
23285	114_and	And	SIAMESEWRITTEN	SIAMESE_WRITTEN	˧ lä	lä˧	l ɛ ³	thai1261		14.192	100.671	
23286	114_and	And	SIAMESESPOKEN	SIAMESE_SPOKEN	˧ lä	lä˧	l ɛ ³					
23287	114_and	And	LU	LU	tüṅ	tüṅ	t̪ y ŋ	luuu1242		21.0321	101.282	
23288	114_and	And	KHUN	KHUN	tüṅ	tüṅ	t̪ y ŋ	khun1259		19.6062	99.3363	
23289	114_and	And	SHAN	SHAN	˦ tàṅ ˦˨ lä	tàṅ˦lä˦˨	t̪ a ŋ ⁴ + l ɛ ⁴²	shan1277		21.5995	98.0342	
23290	114_and	And	AHOM	AHOM	chàm	chàm	tʃ a m	ahom1240		27.2778	88.464	
23291	114_and	And	AHOM	AHOM	kǒ	kǒ	k ɒ	ahom1240		27.2778	88.464	
23292	114_and	And	AHOM	AHOM	bā-ān	bā-ān	b ʌː + ʌː n̪	ahom1240		27.2778	88.464	
23293	114_and	And	AHOM	AHOM	poi	poi	p ɔɪ	ahom1240		27.2778	88.464	
23294	114_and	And	KHAMTI	KHAMTI	kǒ	kǒ	k ɒ	kham1290		27.6653	97.0359	
23295	114_and	And	VIETNAMESE	VIETNAMESE	˨˩ và	và˨˩	v a ²¹	viet1252		20.681188	105.774071	
23296	114_and	And	PWOLITERARY	PWO_LITERARY	˧ dai	dai˧	d̪ ai ³	phra1235		18.0048	99.6382	
23297	114_and	And	PWOLITERARY	PWO_LITERARY	˦ då	då˦	d̪ ɔ ⁴	phra1235		18.0048	99.6382	
23298	114_and	And	PWOBASSEIN	PWO_BASSEIN	dä	dä	d̪ ɛ	pwow1235		17.3622	97.7044	
23299	114_and	And	PWOMAULMEIN	PWO_MAULMEIN	dä	dä	d̪ ɛ	pwoe1235		15.1915	98.7355	
23300	114_and	And	TAUNGTHU	TAUNGTHU	tǒm	tǒm	t̪ ɒ m	paok1235		20.211	97.5969	
23301	114_and	And	SGALITERARY	SGA_LITERARY	˦ då°	då°˦	d̪ ɔ ⁴	sgaw1245		17.9872	97.7126	
23302	114_and	And	SGASPOKEN	SGA_SPOKEN	då	då	d̪ ɔ					
23303	114_and	And	BWE	BWE	gye	gye	gʲ e	bwek1238		18.9796	96.9936	
23304	114_and	And	BWE	BWE	kye (between nouns)	kye	kʲ e	bwek1238		18.9796	96.9936	
23305	114_and	And	BWE	BWE	lä (bet. phrases)	lä	l ɛ	bwek1238		18.9796	96.9936	
23306	114_and	And	WEWAW	WEWAW	då	då	d̪ ɔ	wewa1238		19.020577	96.540526	
23307	114_and	And	KARENBYU	KARENBYU	ki	ki	k i	geba1237		19.4991	96.9492	
23308	114_and	And	BRAEO	BRAEO	då	då	d̪ ɔ	geba1237		19.4991	96.9492	
23309	114_and	And	KARENNI	KARENNI	nà (between nouns)	nà	n̪ a	east2342		19.8939	98.3359	
23310	114_and	And	KARENNI	KARENNI	rå (bet. phrases)	rå	r ɔ	east2342		19.8939	98.3359	
23311	114_and	And	GHEKO	GHEKO	då	då	d̪ ɔ	geko1235		19.6741	96.5308	
23312	114_and	And	PADAUNG	PADAUNG	då	då	d̪ ɔ	kaya1315		19.5183	97.4138	
23313	114_and	And	YEINBA	YEINBA	lö (between nouns and phrases)	lö	l ø	yinb1236		19.0383	97.2134	
23314	114_and	And	MOPWABILICHI	MOPWA_BILICHI	lö	lö	l ø	bili1249				
23315	114_and	And	MOPWABILICHI	MOPWA_BILICHI	lä (between nouns)	lä	l ɛ	bili1249				
23316	114_and	And	MOPWABILICHI	MOPWA_BILICHI	då (bet. phrases)	då	d̪ ɔ	bili1249				
23317	114_and	And	MOPWADERMUHA	MOPWA_DERMUHA	lö (between nouns and phrases)	lö	l ø	derm1238				
23318	114_and	And	MIAOTSUHMONG	MIAO_TSU_(HMONG)	˦ ha	ha˦	h ʌ ⁴	pahn1237		22.8049	105.165	
23319	114_and	And	MIAOTSUHMONG	MIAO_TSU_(HMONG)	˦ t’a	t’a˦	t̪ʰ ʌ ⁴	pahn1237		22.8049	105.165	
23320	114_and	And	MAN	MAN	tiṅ	tiṅ	t̪ i ŋ	biao1256		24.6451	113.469	
23321	114_and	And	MANLANTIEN	MAN_LAN_TIEN	kö ˦˥ lon	kölon˦˥	k ø l o n̪ ⁴⁵	kimm1245		22.9856	105.024	
23322	114_and	And	MANTAPAN	MAN_TA_PAN	˨ tuk ˦˥ lon	tuk˨lon˦˥	t̪ u k ² + l o n̪ ⁴⁵	kimm1245		22.9856	105.024	
23323	114_and	And	MANCHATIORPATNI	MANCHATI_OR_PATNI	uï	uï	u ɪ	karb1241		25.7317	93.0462	
23324	114_and	And	MANCHATIORPATNI	MANCHATI_OR_PATNI	e	e	e	karb1241		25.7317	93.0462	
23325	114_and	And	KANASHI	KANASHI	hed	hed	h e d̪	kana1283		32.2843	77.1553	
23326	114_and	And	KANAURI	KANAURI	ai	ai	ai	kinn1249		31.3688	78.3148	
23327	114_and	And	RANGKAS	RANGKAS	gār	gār	g ʌː r	rang1266		29.2278	80.0845	
23328	114_and	And	RANGKAS	RANGKAS	gāṅr	gāṅr	g ʌː ŋ r	rang1266		29.2278	80.0845	
23329	114_and	And	DHIMAL	DHIMAL	ai-dauṅ (?)	ai-dauṅ	ai + d̪ au ŋ	dhim1246		26.6283	88.3798	
23330	114_and	And	THAMI	THAMI	ani	ani	ʌ n̪ i	than1259		28.7554	85.7657	
23331	114_and	And	LIMBU	LIMBU	nū	nū	n̪ uː	limb1266		27.2703	87.8859	
23332	114_and	And	YAKHA	YAKHA	i-k’ok	i-k’ok	i + kʰ o k	yakk1236		27.3714	87.9306	
23333	114_and	And	KHAMBU	KHAMBU	aiyāh	aiyāh	ai j ʌː h	kham1288				
23334	114_and	And	LAMBICHHONG	LAMBICHHONG	lā	lā	l ʌː	yakk1236		27.3714	87.9306	
23335	114_and	And	LAMBICHHONG	LAMBICHHONG	ch’ā	ch’ā	tʃʰ ʌː	yakk1236		27.3714	87.9306	
23336	114_and	And	WALING	WALING	ch’a	ch’a	tʃʰ ʌ	wali1261		26.6369	86.4837	
23337	114_and	And	CHHINGTANG	CHHINGTANG	yē	yē	j eː	chhi1245		26.961	87.1899	
23338	114_and	And	CHHINGTANG	CHHINGTANG	naṅ	naṅ	n̪ ʌ ŋ	chhi1245		26.961	87.1899	
23339	114_and	And	CHHINGTANG	CHHINGTANG	yāṅ	yāṅ	j ʌː ŋ	chhi1245		26.961	87.1899	
23340	114_and	And	NACHHERENG	NACHHERENG	sa	sa	s ʌ	nach1240		27.4202	86.7001	
23341	114_and	And	NACHHERENG	NACHHERENG	lō	lō	l oː	nach1240		27.4202	86.7001	
23342	114_and	And	KULUNG	KULUNG	sō	sō	s oː	kulu1253		27.1606	87.5717	
23343	114_and	And	THULUNG	THULUNG	nuṅ	nuṅ	n̪ u ŋ	drun1238		28.00792	98.49449	
23344	114_and	And	THULUNG	THULUNG	bō	bō	b oː	drun1238		28.00792	98.49449	
23345	114_and	And	CHAURASYA	CHAURASYA	yē	yē	j eː	wamb1257		27.14808	86.47646	
23346	114_and	And	RAIORJIMDAR	RAI_OR_JIMDAR	kāi	kāi	k aːi	athp1241		26.8794	87.3296	
23347	114_and	And	GURUNG	GURUNG	ra	ra	r ʌ	east2345		28.4368	84.58145	
23348	114_and	And	MURMI	MURMI	ra	ra	r ʌ	west2415		28.0239	85.0563	
23349	114_and	And	SUNWAR	SUNWAR	āni	āni	ʌː n̪ i	sunw1242		27.5201	86.2476	
23350	114_and	And	MAGARI	MAGARI	ra	ra	r ʌ	west2418		28.2462	83.511	
23351	114_and	And	NEWARI	NEWARI	o	o	o	newa1246		27.2614	84.9577	
23352	114_and	And	PADIPAHRIORPAHI	PADI_PAHRI_OR_PAHI	o	o	o	newa1246		27.2614	84.9577	
23353	114_and	And	RONGORLEPCHA	RONG_OR_LEPCHA	un	un	u n̪	lepc1244		27.0869	88.5726	
23354	114_and	And	AKA	AKA	āiya	āiya	aːi j ʌ	hrus1242		27.27	92.63	
23355	114_and	And	ABOR	ABOR	lāṅ	lāṅ	l ʌː ŋ	bori1243		27.62812	94.3538	
23356	114_and	And	MIRI	MIRI	lāṅ	lāṅ	l ʌː ŋ	misi1242		27.418	94.69	
23357	114_and	And	DAFLA	DAFLA	lā	lā	l ʌː	nyis1236		27.278263	93.675529	
23358	114_and	And	LOLONI	LOLO_NI	˦˨ nä	nä˦˨	n̪ ɛ ⁴²	axiy1235		24.6009	103.713	
23359	114_and	And	AHI	A_HI	˦˨ nä	nä˦˨	n̪ ɛ ⁴²					
23360	114_and	And	LOLOPHO	LOLO_PHO	˦˨ lä	lä˦˨	l ɛ ⁴²	lagh1245		22.2674	103.929	
23361	114_and	And	AKAKA	A_KA_KA	nä̃	nä̃	n̪ ɛ̃	akha1245		21.2309	100.964	
23362	114_and	And	LISU	LISU	ᵃ ˧ bye	ᵃbye˧	ă b j e ³	lisu1250		26.91	98.94	
23363	114_and	And	LISHAOYAOYIN	LISHAO_YAOYIN	bä	bä	b ɛ	lisu1250		26.91	98.94	
23364	114_and	And	LAHU	LAHU	lä	lä	l ɛ	lahu1253		21.2701	100.214	
23365	114_and	And	BHOTIATIBETANWRITTEN	BHOTIA_TIBETAN_WRITTEN	daṅ	daṅ	d̪ ʌ ŋ	sikk1242		27.85795	88.59153	
23366	114_and	And	BHOTIATIBETANSPOKEN	BHOTIA_TIBETAN_SPOKEN	d’aṅ	d’aṅ	d̪ʰ ʌ ŋ					
23367	114_and	And	BALTI	BALTI	naṅ	naṅ	n̪ ʌ ŋ	balt1258		34.4491	77.2859	
23368	114_and	And	BALTI	BALTI	yaṅ	yaṅ	j ʌ ŋ	balt1258		34.4491	77.2859	
23369	114_and	And	BHOTIAOFPURIK	BHOTIA_OF_PURIK	naṅ	naṅ	n̪ ʌ ŋ	puri1258		34.3386	76.0127	
23370	114_and	And	BHOTIAOFPURIK	BHOTIA_OF_PURIK	yaṅ	yaṅ	j ʌ ŋ	puri1258		34.3386	76.0127	
23371	114_and	And	BHOTIAOFPURIK	BHOTIA_OF_PURIK	daṅ	daṅ	d̪ ʌ ŋ	puri1258		34.3386	76.0127	
23372	114_and	And	LADAKHI	LADAKHI	daṅ	daṅ	d̪ ʌ ŋ	lada1244		33.468	80.6013	
23373	114_and	And	LADAKHI	LADAKHI	yaṅ	yaṅ	j ʌ ŋ	lada1244		33.468	80.6013	
23374	114_and	And	LADAKHIOFSPITI	LADAKHI_OF_SPITI	yaṅ	yaṅ	j ʌ ŋ	spit1240		32.526	77.833	
23375	114_and	And	KAGATE	KAGATE	yaṅ	yaṅ	j ʌ ŋ	kaga1252		27.4492	86.1675	
23376	114_and	And	SHARPA	SHARPA	ta-ruṅ	ta-ruṅ	t̪ ʌ + r u ŋ	sher1255		27.674	86.9994	
23377	114_and	And	DANJONGKA	DANJONGKA	ta-ruṅ	ta-ruṅ	t̪ ʌ + r u ŋ	sikk1242		27.85795	88.59153	
23378	114_and	And	HLOKE	HLOKE	ta-ru-ra	ta-ru-ra	t̪ ʌ + r u + r ʌ	lowa1242		29.0324	83.8959	
23379	114_and	And	BODOORBARA	BODO_OR_BARA	bǔ	bǔ	b ŏ	bodo1269		26.1	92.0	
23380	114_and	And	DEURICHUTIYA	DEURI_CHUTIYA	arke	arke	ʌ r k e	deor1238		26.86152	93.70572	
23381	114_and	And	ANGAMI	ANGAMI	mu	mu	m u	anga1288		25.6841	93.8668	
23382	114_and	And	ANGAMI	ANGAMI	ri	ri	r i	anga1288		25.6841	93.8668	
23383	114_and	And	SEMA	SEMA	-ṅwo	-ṅwo	+ ŋ w o	sumi1235		25.9996	94.4235	
23384	114_and	And	SEMA	SEMA	eno	eno	e n̪ o	sumi1235		25.9996	94.4235	
23385	114_and	And	SEMA	SEMA	ino	ino	i n̪ o	sumi1235		25.9996	94.4235	
23386	114_and	And	RENGMA	RENGMA	tsonā-i	tsonā-i	ts o n̪ ʌː + i	nort2725		26.4492	94.5683	
23387	114_and	And	KEZAMA	KEZAMA	yi	yi	j i	khez1235		25.7078	94.3114	
23388	114_and	And	SOPVOMA	SOPVOMA	oṅē	oṅē	o ŋ eː	maon1238		25.3836	94.0035	
23389	114_and	And	AO	AO	āseir	āseir	ʌː s ei r	aona1235		26.3241	94.3824	
23390	114_and	And	HLOTA	HLOTA	nā	nā	n̪ ʌː	loth1237		26.01396	94.04355	
23391	114_and	And	HLOTA	HLOTA	sūhā	sūhā	s uː h ʌː	loth1237		26.01396	94.04355	
23392	114_and	And	THUKUMI	THUKUMI	apunu	apunu	ʌ p u n̪ u	sang1321		25.8581	94.6279	
23393	114_and	And	YACHUMI	YACHUMI	a-ṅibēyā	a-ṅibēyā	ʌ + ŋ i b eː j ʌː	yimc1240		25.7675	94.8087	
